,artist_id,venue_id,event_id
2762,165993,1930,1
2763,165993,2764,1
2764,165993,4080,1
2765,165993,4729,1
2766,165993,4984,1
2767,165993,5635,1
2768,167925,645,1
2769,167925,2887,1
2770,167925,5045,1
2771,167947,2900,1
2772,167947,4650,1
2773,168233,235,2
2774,168233,453,1
2775,168233,454,1
2776,168233,1278,1
2777,168233,1854,3
2778,168233,2666,4
2779,168233,3346,1
2780,168233,3822,1
2781,168233,3880,2
2782,168233,4077,2
2783,168525,2612,17
2784,169334,4354,1
2785,169631,179,1
2786,169817,2170,1
2787,169817,2171,1
2788,169817,2172,1
2789,169817,2173,1
2790,169817,2174,1
2791,169864,1096,1
2792,169864,4418,1
2793,170847,165,1
2794,170847,1017,1
2795,170847,1062,2
2796,170847,1873,3
2797,170847,2644,1
2798,170847,3021,1
2799,171778,129,1
2800,171778,835,1
2801,171778,3173,1
2802,171778,3887,1
2803,171913,510,1
2804,171913,1636,1
2805,171913,1658,1
2806,171913,1878,1
2807,171913,2137,1
2808,171913,2640,1
2809,171913,4021,1
2810,171913,4476,1
2811,171913,5088,1
2812,171913,5485,1
2813,172059,280,1
2814,172059,388,1
2815,172059,1586,1
2816,172059,1676,1
2817,172059,2661,1
2818,172059,2775,1
2819,172059,3253,1
2820,173548,173,1
2821,173548,5079,1
2822,173879,1591,1
2823,173879,1825,1
2824,173879,2581,1
2825,173879,3173,1
2826,173879,4969,1
2827,173879,5640,1
2828,174063,129,1
2829,174063,4462,1
2830,174235,2587,1
2831,174258,965,1
2832,174258,2241,1
2833,174258,2890,9
2834,174258,3548,2
2835,174258,3566,1
2836,174258,3582,4
2837,174359,2279,1
2838,174359,2568,2
2839,174359,4602,1
2840,174417,1010,1
2841,174417,1620,1
2842,174417,4224,1
2843,174417,4906,1
2844,174417,5022,1
2845,174417,5079,1
2846,174420,1839,1
2847,174420,3713,1
2848,174420,4339,2
2849,174422,1377,1
2850,174422,1678,1
2851,174422,5488,1
2852,174524,2205,3
2853,174771,605,1
2854,175484,1678,1
2855,175726,595,1
2856,175726,819,1
2857,175726,2210,1
2858,175726,2887,1
2859,175726,3812,1
2860,175897,512,1
2861,175897,513,1
2862,175897,514,1
2863,175897,515,1
2864,175897,516,21
2865,175897,3100,1
2866,175897,3605,1
2867,175897,5170,2
2868,175897,5371,1
2869,176492,4766,3
2870,176492,4967,1
2871,176492,5017,1
2872,176501,3887,1
2873,176501,4650,1
2874,176682,172,3
2875,176682,848,1
2876,176682,1030,1
2877,176682,1324,4
2878,176682,1681,2
2879,176682,2411,1
2880,176682,2412,5
2881,176682,2413,1
2882,176682,2414,1
2883,176682,2415,1
2884,176682,2418,1
2885,176682,2420,1
2886,176682,3611,1
2887,176682,3614,1
2888,176682,4466,1
2889,176682,4547,1
2890,176682,5085,1
2891,176682,5515,1
2892,176788,3103,1
2893,176808,261,1
2894,176808,1796,1
2895,176808,1973,1
2896,176808,2998,1
2897,176808,3023,1
2898,176808,4401,1
2899,176808,4890,1
2900,177036,1676,1
2901,177295,249,1
2902,177295,954,1
2903,177295,5589,1
2904,177527,37,1
2905,177527,1921,1
2906,177527,2010,1
2907,177527,3162,1
2908,178286,1449,1
2909,178303,520,1
2910,178303,2006,1
2911,178411,2744,1
2912,178487,167,1
2913,178487,171,1
2914,178487,527,1
2915,178487,569,1
2916,178487,2024,1
2917,178487,3711,1
2918,178487,4523,1
2919,178487,5079,1
2920,178487,5565,1
2921,179186,527,1
2922,179186,3354,1
2923,179186,3484,1
2924,179186,4059,1
2925,179186,4108,1
2926,179641,1787,1
2927,179641,2880,1
2928,179641,4126,1
2929,179641,4127,1
2930,179974,289,1
2931,179974,3896,1
2932,180207,179,1
2933,180545,867,2
2934,180545,1921,1
2935,180545,4404,1
2936,180545,4740,2
2937,181382,165,1
2938,181382,819,1
2939,181382,1252,1
2940,181382,4610,1
2941,181382,4860,1
2942,181839,2887,1
2943,182124,1658,1
2944,182553,1236,1
2945,182553,2425,1
2946,182553,4282,1
2947,182553,4601,1
2948,182553,4790,1
2949,182553,4949,1
2950,182884,4943,1
2951,183136,5643,1
2952,183159,1952,1
2953,183159,3089,2
2954,183159,4958,1
2955,183159,4974,1
2956,184010,196,2
2957,184010,4148,1
2958,184022,283,1
2959,184022,365,1
2960,184022,567,1
2961,184022,735,1
2962,184022,2931,1
2963,184022,3433,1
2964,184022,4060,1
2965,184022,5374,1
2966,184035,2010,1
2967,184270,173,1
2968,184270,969,1
2969,184270,1346,1
2970,184270,1749,1
2971,184270,1798,1
2972,184270,3023,1
2973,184270,4199,1
2974,184732,2010,1
2975,185246,408,1
2976,185246,729,1
2977,185254,5053,17
2978,185566,129,1
2979,185566,305,1
2980,185566,967,1
2981,185566,2849,1
2982,185566,3479,1
2983,186080,1921,1
2984,186080,4088,1
2985,186080,4687,1
2986,186080,4706,1
2987,186080,5038,1
2988,186080,5555,1
2989,186182,1252,1
2990,186361,4056,3
2991,186502,2043,1
2992,186502,3695,1
2993,186502,4710,1
2994,188097,326,1
2995,188097,4610,1
2996,188097,5625,1
2997,189072,168,1
2998,189072,2058,1
2999,189072,4043,1
3000,189072,5391,1
3001,189824,3035,1
3002,189824,3036,1
3003,189928,1140,1
3004,189928,2069,1
3005,190758,2001,2
3006,190758,2898,1
3007,190758,3279,1
3008,190758,5417,1
3009,190899,117,1
3010,190899,3883,1
3011,191048,2008,2
3012,191096,716,1
3013,191096,986,1
3014,191096,1814,1
3015,191096,2111,1
3016,191096,3881,1
3017,191096,5333,1
3018,191096,5350,1
3019,191419,2584,1
3020,191419,3117,1
3021,191419,4963,1
3022,191606,148,1
3023,191606,5400,1
3024,192051,3461,1
3025,192051,5079,1
3026,192303,2637,1
3027,192303,2640,2
3028,193127,4095,1
3029,193127,4250,1
3030,193192,595,1
3031,193192,819,1
3032,193192,875,1
3033,193192,2210,1
3034,193192,2887,1
3035,193192,3271,1
3036,193192,3729,1
3037,193192,3812,1
3038,193192,4724,1
3039,194141,1867,1
3040,194141,4943,1
3041,194392,405,1
3042,194392,631,1
3043,194392,1569,1
3044,194392,2822,1
3045,194392,4486,1
3046,194549,110,1
3047,194549,616,1
3048,194549,2902,1
3049,194549,5155,1
3050,194549,5456,1
3051,195256,3279,1
3052,195286,2406,2
3053,195286,3474,1
3054,195286,4153,5
3055,195286,4880,3
3056,195383,1618,1
3057,195383,4598,8
3058,195438,3479,21
3059,195904,424,1
3060,195904,509,2
3061,195904,528,1
3062,195904,3366,1
3063,195904,3527,1
3064,195904,3756,1
3065,195904,4258,1
3066,195904,5220,1
3067,195904,5246,1
3068,195904,5318,1
3069,196089,3458,1
3070,196796,186,1
3071,197173,3761,1
3072,197173,3762,2
3073,197266,5063,1
3074,197489,4864,1
3075,198004,15,1
3076,198004,5030,1
3077,198004,5129,1
3078,198482,1875,1
3079,198482,2887,1
3080,198482,4860,1
3081,198878,3695,1
3082,198970,621,1
3083,198970,3678,1
3084,199054,4234,1
3085,199213,76,1
3086,199213,3323,2
3087,199213,3547,1
3088,199213,3574,1
3089,199213,4083,1
3090,199503,3793,2
3091,199503,5106,1
3092,199709,1652,1
3093,199709,4462,1
3094,200355,617,1
3095,200355,4724,1
3096,200355,4943,1
3097,200771,284,1
3098,200771,778,1
3099,200771,1553,1
3100,200771,1562,1
3101,200771,1644,1
3102,200771,1870,2
3103,200771,3724,1
3104,200771,4438,1
3105,200771,4663,1
3106,200771,4806,1
3107,200771,4937,1
3108,201159,679,1
3109,201490,819,1
3110,201490,2806,1
3111,201490,4943,1
3112,201490,5155,1
3113,202096,1749,1
3114,202098,935,1
3115,202369,819,1
3116,202369,1252,1
3117,202369,2587,1
3118,202369,2745,1
3119,202369,2896,1
3120,202369,3360,1
3121,202369,3917,1
3122,202369,4463,1
3123,202369,4860,1
3124,202776,619,1
3125,202776,1252,1
3126,202776,2743,1
3127,202776,3898,1
3128,202776,4276,1
3129,202776,5293,1
3130,203078,1921,1
3131,203078,2097,1
3132,203078,5017,1
3133,203229,1356,1
3134,203229,4276,1
3135,203229,4400,1
3136,203229,5348,1
3137,203345,704,1
3138,203345,867,1
3139,203345,1834,1
3140,203345,3030,1
3141,203350,2620,1
3142,204487,1615,8
3143,204547,1356,1
3144,204547,1979,1
3145,204547,3808,1
3146,204547,4071,1
3147,204547,5667,1
3148,205053,886,1
3149,205053,2428,1
3150,205053,3599,1
3151,205053,3973,1
3152,205053,4535,1
3153,205473,1027,1
3154,205473,1146,1
3155,205473,1777,3
3156,205473,1802,1
3157,205473,2165,1
3158,205473,3321,1
3159,205473,3658,1
3160,205473,4201,1
3161,205920,1706,1
3162,205920,1707,1
3163,205920,4442,1
3164,206538,4670,1
3165,206590,1658,1
3166,206590,1875,1
3167,206590,4020,1
3168,206590,4196,1
3169,206590,4254,1
3170,206590,4400,1
3171,207202,3133,1
3172,207483,645,1
3173,207483,4670,1
3174,207483,5202,1
3175,208135,3219,3
3176,208135,3288,4
3177,208408,2929,1
3178,208408,5079,1
3179,208408,5657,1
3180,209456,940,1
3181,209456,2964,1
3182,209533,4061,1
3183,209683,4,1
3184,209683,1495,1
3185,209974,130,1
3186,209974,288,1
3187,209974,1447,1
3188,209974,1622,1
3189,209974,2998,1
3190,209974,4705,1
3191,211039,3454,1
3192,211039,4813,1
3193,211273,668,1
3194,211273,1567,1
3195,211273,1847,1
3196,212332,186,1
3197,212332,305,1
3198,212332,1252,3
3199,212332,1658,1
3200,212332,1798,1
3201,212332,1875,1
3202,212332,3133,1
3203,212332,4254,1
3204,213076,2205,1
3205,213408,1875,1
3206,214084,1140,1
3207,214390,388,1
3208,214390,764,1
3209,214390,3127,1
3210,214732,1826,1
3211,214732,2881,1
3212,214732,4450,1
3213,215243,5595,1
3214,215253,129,1
3215,215253,1749,1
3216,215253,4464,1
3217,216002,1590,1
3218,216002,2782,2
3219,216002,3394,1
3220,216002,3996,2
3221,216002,5594,1
3222,216811,316,5
3223,216811,2900,1
3224,217209,129,1
3225,217209,1560,1
3226,217209,2146,1
3227,217209,2223,1
3228,217209,3887,1
3229,217209,4969,1
3230,217209,5017,1
3231,218729,2981,1
3232,218729,4736,1
3233,219645,1346,1
3234,219645,1798,1
3235,219645,4196,1
3236,219645,4861,1
3237,219645,5625,1
3238,219645,5640,1
3239,219776,2010,1
3240,220725,595,1
3241,220725,4276,1
3242,220725,4462,1
3243,220950,4932,1
3244,221665,1190,2
3245,221665,2381,1
3246,221665,2923,1
3247,221665,3293,1
3248,221665,3580,1
3249,221665,3643,1
3250,221704,4614,1
3251,221704,4858,1
3252,221704,5267,1
3253,221751,10,1
3254,221751,690,1
3255,221751,1039,2
3256,221751,1402,1
3257,221751,1789,2
3258,221751,2030,1
3259,221751,3337,1
3260,221751,3663,1
3261,221751,3720,1
3262,221751,4103,1
3263,221751,4106,1
3264,221751,4203,1
3265,221751,4311,2
3266,221751,5560,1
3267,222062,186,1
3268,222062,1235,1
3269,222062,1252,3
3270,222062,1658,1
3271,222062,1749,1
3272,222062,1798,1
3273,222062,1875,1
3274,222062,1907,1
3275,222062,4254,1
3276,222518,3382,1
3277,222518,3468,1
3278,223491,2887,2
3279,223567,898,1
3280,223567,899,1
3281,223839,1889,1
3282,223839,2001,1
3283,223839,4642,1
3284,224198,2069,1
3285,224198,2796,1
3286,224198,4020,1
3287,224198,5563,1
3288,224820,1907,2
3289,225489,3369,1
3290,226228,1875,1
3291,226398,3375,1
3292,226398,4064,1
3293,229420,560,1
3294,229420,3127,1
3295,229420,3173,1
3296,229749,949,1
3297,229749,1615,1
3298,229749,4449,1
3299,229918,1875,1
3300,230149,3703,1
3301,230149,3918,1
3302,230637,4690,1
3303,230637,4691,1
3304,231078,2887,1
3305,231078,4529,1
3306,231078,4852,1
3307,231079,2122,1
3308,231079,5017,1
3309,231079,5166,1
3310,231079,5625,1
3311,231536,828,1
3312,233959,1187,1
3313,233959,1591,2
3314,233959,1810,1
3315,235248,1085,1
3316,235248,5580,1
3317,235504,5047,1
3318,235629,129,1
3319,235629,2010,1
3320,235629,4994,1
3321,235974,1921,1
3322,235974,2010,1
3323,235974,4254,1
3324,235974,4861,1
3325,235974,5301,1
3326,236709,967,1
3327,236709,1041,1
3328,236709,3517,1
3329,237568,1166,1
3330,237568,2459,1
3331,237599,4400,1
3332,237977,2008,1
3333,238003,5012,1
3334,238325,1591,1
3335,238325,3887,1
3336,239550,5717,1
3337,239550,5718,1
3338,239550,5719,1
3339,239550,5720,1
3340,239550,5721,1
3341,239550,5722,1
3342,239550,5723,1
3343,239550,5724,1
3344,239550,5725,1
3345,242143,819,1
3346,242143,1252,2
3347,242143,2744,1
3348,242143,3359,1
3349,242143,4860,1
3350,242143,4943,2
3351,242244,1542,1
3352,242244,2764,1
3353,242244,5263,1
3354,242263,2309,1
3355,242263,3814,1
3356,242263,4377,1
3357,242934,58,1
3358,242934,4923,1
3359,243053,3090,1
3360,244007,103,1
3361,244802,1428,1
3362,244802,1838,1
3363,245793,3975,1
3364,245793,4841,1
3365,246376,1409,1
3366,247761,1658,1
3367,248914,2123,1
3368,248914,3127,1
3369,248914,3160,1
3370,249355,2963,1
3371,249355,4538,2
3372,249355,5362,1
3373,249452,3065,1
3374,249452,4925,1
3375,251704,679,1
3376,251704,4610,1
3377,251918,5012,1
3378,252342,4028,1
3379,252342,4029,2
3380,252342,4030,1
3381,252342,4031,1
3382,252342,4032,1
3383,252342,4033,1
3384,252342,4034,1
3385,253521,130,1
3386,253521,2118,1
3387,253521,2698,1
3388,253531,2627,1
3389,253531,2628,1
3390,253531,2629,1
3391,253531,2630,1
3392,254316,846,1
3393,254316,924,1
3394,254316,1450,1
3395,254316,1772,1
3396,254316,4725,1
3397,254316,5269,1
3398,257394,2697,1
3399,257394,2845,2
3400,257394,3887,1
3401,257394,4801,1
3402,257394,5011,1
3403,260795,43,1
3404,260795,867,1
3405,260795,2596,1
3406,260795,3964,1
3407,260795,4670,1
3408,263826,1491,1
3409,263826,2475,1
3410,263826,2476,1
3411,263826,3148,1
3412,263826,5140,1
3413,266093,870,4
3414,266093,871,1
3415,266093,1249,1
3416,266093,2242,1
3417,266093,4177,3
3418,267184,4729,1
3419,268848,179,1
3420,269779,2887,1
3421,269779,4919,2
3422,269919,2335,1
3423,270014,60,1
3424,270014,3150,2
3425,270014,3151,1
3426,270138,2124,1
3427,270867,179,1
3428,272789,129,1
3429,272789,280,1
3430,272789,1505,1
3431,272789,1586,1
3432,272789,1590,1
3433,272789,2121,1
3434,272789,2124,1
3435,272789,5166,1
3436,272789,5498,1
3437,274328,1346,1
3438,274328,4967,1
3439,274328,5017,1
3440,274477,1074,1
3441,274477,1920,1
3442,274477,4851,1
3443,274883,3233,1
3444,274955,2900,1
3445,275912,5215,1
3446,276795,1068,1
3447,276795,2069,1
3448,276795,2224,1
3449,276795,4840,2
3450,276795,4917,1
3451,278072,1875,1
3452,279154,1678,1
3453,279154,2135,1
3454,279154,3749,1
3455,279499,4411,1
3456,280595,2279,3
3457,280834,3105,1
3458,280834,5259,1
3459,282796,2728,1
3460,282796,2795,7
3461,283588,169,1
3462,283588,474,1
3463,283588,703,1
3464,283588,835,1
3465,283588,1028,1
3466,283588,2042,1
3467,283588,4001,1
3468,283588,4535,1
3469,283678,3278,1
3470,283678,5627,1
3471,283876,2097,1
3472,285725,1615,1
3473,288901,1096,1
3474,288901,4961,1
3475,288901,4967,1
3476,288901,4968,1
3477,288901,5017,1
3478,289337,5276,1
3479,290416,1290,1
3480,290416,1291,1
3481,290416,2144,1
3482,290416,2294,1
3483,290416,3866,1
3484,290416,5037,1
3485,290416,5666,1
3486,291025,2636,1
3487,291025,4864,1
3488,291025,5049,1
3489,292365,2069,1
3490,292365,3244,1
3491,292365,3245,1
3492,292365,3246,1
3493,292365,3247,1
3494,293487,1344,1
3495,293487,2780,1
3496,295298,3887,1
3497,296550,5095,1
3498,296550,5096,1
3499,296550,5097,1
3500,297821,717,3
3501,297821,4061,1
3502,297821,5712,1
3503,297821,5713,1
3504,297821,5714,1
3505,299177,1205,1
3506,299177,1300,1
3507,299177,1535,1
3508,299177,2133,1
3509,299177,3252,1
3510,299177,5592,1
3511,299253,326,1
3512,299253,471,1
3513,299253,835,1
3514,299253,1252,1
3515,299253,1875,1
3516,299253,1965,1
3517,299253,2137,1
3518,299253,4315,1
3519,299253,4943,1
3520,299253,5459,1
3521,299253,5542,1
3522,300336,4692,1
3523,301100,1675,1
3524,301100,2774,1
3525,301100,3094,1
3526,301100,4121,1
3527,301100,4449,1
3528,301100,4523,1
3529,301100,4789,1
3530,301362,2887,1
3531,302151,341,1
3532,302151,5312,1
3533,302803,1315,1
3534,302803,1359,1
3535,302803,2043,1
3536,302803,4325,1
3537,303008,1566,1
3538,303008,2070,1
3539,303008,2074,1
3540,303008,2077,1
3541,303008,2078,1
3542,303008,2100,1
3543,303008,2101,1
3544,303008,2477,1
3545,303008,2639,1
3546,303008,3020,1
3547,303008,3111,1
3548,303008,3397,1
3549,303008,3726,1
3550,303008,3752,1
3551,303008,5695,1
3552,303412,1349,1
3553,303869,1935,1
3554,303869,1936,5
3555,303869,3288,3
3556,303869,3876,5
3557,303869,5012,4
3558,304012,4462,1
3559,304491,2010,1
3560,305285,867,1
3561,305891,3913,1
3562,305891,3914,1
3563,308801,448,1
3564,308801,449,1
3565,308801,450,1
3566,308801,451,1
3567,310337,1074,1
3568,311009,1641,1
3569,311009,2030,2
3570,311009,2159,1
3571,311009,2182,3
3572,311009,2212,1
3573,311009,2738,1
3574,311009,2956,2
3575,311009,2974,1
3576,311009,3254,5
3577,311009,3255,1
3578,311009,3829,1
3579,311009,3946,1
3580,311009,3949,1
3581,311009,5389,2
3582,311009,5622,1
3583,311988,989,1
3584,313750,2505,1
3585,313750,4857,1
3586,314245,1975,1
3587,314245,4254,1
3588,314245,4463,1
3589,314245,4610,1
3590,314245,4705,1
3591,314245,5072,1
3592,314245,5385,1
3593,315471,128,1
3594,315471,3279,1
3595,315471,3361,1
3596,315950,4839,1
3597,316181,3695,1
3598,318593,85,1
3599,318593,1229,1
3600,318593,1252,1
3601,318593,2744,1
3602,318593,3066,1
3603,318593,4704,1
3604,318593,5032,1
3605,319225,2010,1
3606,319570,85,1
3607,319570,1022,1
3608,319570,1230,1
3609,319570,1658,1
3610,319570,3067,1
3611,319570,3329,1
3612,319570,3950,1
3613,319570,5203,1
3614,320064,151,1
3615,320064,1227,1
3616,320064,2683,1
3617,320479,730,1
3618,320479,1880,1
3619,320479,2887,1
3620,320479,4704,1
3621,320479,5043,1
3622,320702,5348,1
3623,321255,1798,1
3624,321255,2137,1
3625,321255,2915,1
3626,321255,2998,1
3627,321255,4704,1
3628,323824,645,1
3629,323824,3884,4
3630,323940,1224,1
3631,323940,3425,1
3632,324651,2674,1
3633,325764,679,1
3634,326584,2310,1
3635,326584,4228,2
3636,327482,925,1
3637,327482,3260,1
3638,327482,4193,1
3639,328890,3359,1
3640,328890,4152,1
3641,328890,4261,1
3642,328890,4735,1
3643,328890,4908,1
3644,329104,2591,1
3645,330431,819,1
3646,330431,1560,1
3647,330431,4801,1
3648,330431,4860,2
3649,330431,5625,1
3650,330456,2809,1
3651,330456,5301,1
3652,330490,97,1
3653,333676,326,1
3654,333676,645,1
3655,333676,1749,1
3656,333676,4724,1
3657,333676,5625,1
3658,334871,2691,1
3659,334871,3048,1
3660,334871,5487,1
3661,334966,1551,1
3662,334966,3540,1
3663,334966,3747,1
3664,334966,5219,1
3665,334966,5604,1
3666,335220,183,2
3667,335220,1065,1
3668,335220,1475,1
3669,335220,1489,1
3670,335220,1922,1
3671,335220,3741,1
3672,335220,5616,1
3673,335877,2384,1
3674,335877,4603,1
3675,336239,4627,1
3676,336271,2010,1
3677,336277,1676,1
3678,337651,532,1
3679,337651,1116,1
3680,337651,2010,1
3681,337651,2944,1
3682,337651,4698,1
3683,338257,691,1
3684,338257,3901,1
3685,338257,3929,1
3686,338257,4972,1
3687,341206,2649,1
3688,341206,3759,1
3689,342691,654,2
3690,342691,4324,1
3691,343133,819,1
3692,343133,1749,1
3693,343133,2887,1
3694,343133,4740,1
3695,344513,4825,1
3696,344549,2210,1
3697,345473,2008,1
3698,346711,5350,1
3699,346856,849,1
3700,346856,4479,1
3701,350342,1875,1
3702,350342,3526,2
3703,350605,579,1
3704,351480,3975,1
3705,351480,4841,1
3706,353160,3432,1
3707,353435,831,3
3708,353435,2429,1
3709,353435,2431,1
3710,353435,2547,1
3711,353435,2930,1
3712,353435,3675,2
3713,353435,4023,1
3714,353435,4024,1
3715,353435,4025,1
3716,353435,4026,1
3717,353435,4027,1
3718,353435,5414,1
3719,353435,5415,1
3720,353435,5659,1
3721,356427,5677,2
3722,356427,5678,1
3723,356427,5679,1
3724,356914,794,1
3725,356914,960,1
3726,356914,1689,1
3727,356914,1878,1
3728,356914,1937,1
3729,356914,3995,1
3730,356914,4168,1
3731,356914,4292,1
3732,356914,5009,1
3733,357393,474,2
3734,357624,2664,1
3735,357624,4900,1
3736,357959,4864,1
3737,358103,2752,1
3738,358103,2806,1
3739,358103,4529,1
3740,358103,4535,1
3741,362574,2545,1
3742,362574,4183,1
3743,363333,1252,1
3744,363333,4276,1
3745,363333,5459,1
3746,363856,1252,1
3747,363856,3812,1
3748,363856,4276,1
3749,363856,4740,1
3750,364251,618,1
3751,364251,2030,1
3752,364251,4734,1
3753,364273,2864,1
3754,364273,2995,1
3755,364273,4226,1
3756,364981,4864,1
3757,365167,2483,1
3758,365937,644,1
3759,365937,679,1
3760,365937,4943,1
3761,366693,3885,1
3762,367641,179,1
3763,369215,867,1
3764,369215,1649,1
3765,369215,3369,1
3766,369215,4801,1
3767,370808,4887,1
3768,371641,4758,1
3769,371641,4759,1
3770,371641,4760,1
3771,371641,4761,1
3772,371641,4762,1
3773,371952,3535,1
3774,372610,1816,1
3775,374165,2330,1
3776,374165,2367,1
3777,374165,2368,1
3778,374165,2369,1
3779,374165,2370,1
3780,374165,2371,1
3781,374165,2372,1
3782,374551,5012,1
3783,375152,2794,2
3784,376428,2971,1
3785,377207,38,2
3786,377207,2123,1
3787,377207,4254,1
3788,378736,141,1
3789,378736,142,1
3790,378736,1664,1
3791,381957,1875,1
3792,381957,2097,1
3793,381957,2832,1
3794,381957,2998,1
3795,381957,3768,1
3796,381957,3848,1
3797,381957,5032,1
3798,381969,1252,1
3799,382942,5032,1
3800,384093,1497,1
3801,386538,3780,2
3802,388793,165,1
3803,388793,326,1
3804,388793,472,1
3805,388793,809,1
3806,388793,886,1
3807,388793,1244,1
3808,388793,1873,1
3809,388793,1966,1
3810,388793,1970,1
3811,388793,3205,1
3812,388793,3973,1
3813,388793,4449,1
3814,388793,4932,1
3815,388793,5072,1
3816,389997,187,1
3817,389997,875,1
3818,392980,1082,1
3819,392980,1301,1
3820,392980,1427,1
3821,392980,3757,1
3822,392980,4165,1
3823,392980,5166,1
3824,393470,1505,1
3825,393470,1586,1
3826,393470,1590,1
3827,393470,5498,1
3828,394581,867,1
3829,394581,1024,1
3830,394581,2011,1
3831,394581,4463,1
3832,394581,4861,1
3833,396613,2743,1
3834,397757,5300,1
3835,398148,4943,1
3836,399352,5593,1
3837,401335,2407,1
3838,403262,771,1
3839,403262,788,1
3840,403262,1080,1
3841,403262,4164,1
3842,403283,2900,1
3843,403283,5378,1
3844,404231,2834,3
3845,404231,2835,2
3846,405910,4111,1
3847,405910,4399,1
3848,406148,1615,1
3849,407060,2069,1
3850,409444,4001,1
3851,413050,257,1
3852,413050,305,1
3853,413050,606,1
3854,413050,1244,1
3855,413050,2043,1
3856,413050,4439,1
3857,413318,4037,1
3858,413318,5506,1
3859,417795,3055,1
3860,418389,5315,1
3861,422340,1140,1
3862,425013,3706,1
3863,425761,1734,1
3864,425761,1735,1
3865,425761,1736,1
3866,430898,3173,1
3867,430898,3768,1
3868,430898,3794,1
3869,430898,4860,1
3870,430920,5258,1
3871,433163,1230,1
3872,435230,1135,1
3873,436153,2030,1
3874,436153,2069,1
3875,437508,3975,1
3876,437568,3975,1
3877,437568,4841,1
3878,437591,2900,1
3879,437591,4650,1
3880,437935,3133,1
3881,440869,2150,1
3882,440869,3373,3
3883,440869,4664,1
3884,440869,5279,2
3885,440869,5646,1
3886,442653,5376,1
3887,442845,1560,1
3888,442845,2743,1
3889,453987,5372,1
3890,454957,868,1
3891,454957,1650,1
3892,454957,3369,1
3893,454957,4801,1
3894,458563,1571,1
3895,458563,3535,1
3896,459053,129,1
3897,459053,1505,1
3898,459053,1586,1
3899,459053,2097,1
3900,459053,2123,1
3901,459053,5166,1
3902,459053,5498,1
3903,459125,72,1
3904,464748,2008,1
3905,469996,3695,2
3906,470447,240,2
3907,470447,263,1
3908,470447,333,3
3909,470447,721,1
3910,470447,1503,1
3911,470447,2132,1
3912,470447,2224,1
3913,470447,2432,1
3914,470447,2469,1
3915,470447,2770,1
3916,470447,3192,3
3917,470447,3530,1
3918,470447,3670,1
3919,470447,3685,1
3920,470447,3813,1
3921,470447,3882,1
3922,470447,5005,1
3923,470447,5310,6
3924,470447,5437,1
3925,470447,5442,1
3926,471760,1252,1
3927,471760,3812,1
3928,471760,4698,1
3929,471760,4740,1
3930,475566,835,1
3931,477648,231,1
3932,477648,705,1
3933,477648,1047,1
3934,477648,2256,1
3935,477648,2462,1
3936,477648,3304,1
3937,477648,4563,4
3938,477648,4564,5
3939,477648,4901,1
3940,477648,4902,2
3941,477648,4905,1
3942,477648,5160,4
3943,477648,5375,1
3944,479039,4710,1
3945,479039,5299,1
3946,479039,5482,1
3947,479220,3516,1
3948,480374,1024,1
3949,480374,2782,1
3950,480480,4653,8
3951,480480,5583,3
3952,485518,591,1
3953,485518,1063,1
3954,485518,2239,1
3955,485518,4289,1
3956,486162,5568,1
3957,487572,4535,2
3958,488065,5216,1
3959,489742,565,1
3960,490448,3478,1
3961,490809,595,1
3962,490809,730,1
3963,490809,2887,1
3964,490931,135,1
3965,490931,139,1
3966,490931,4222,3
3967,490931,4228,2
3968,492695,66,1
3969,492695,740,1
3970,492695,2042,1
3971,492695,2807,1
3972,492695,2813,1
3973,492695,3850,1
3974,493412,165,1
3975,495325,2887,1
3976,495325,2944,1
3977,495325,4529,1
3978,495325,4722,1
3979,495325,4943,1
3980,497101,1758,1
3981,497101,3023,1
3982,497101,4625,1
3983,497422,462,1
3984,498535,2687,2
3985,498535,4070,1
3986,498535,4383,1
3987,498535,4384,1
3988,499992,1108,1
3989,499992,3522,1
3990,499992,4932,1
3991,507469,3716,1
3992,507469,4008,1
3993,507469,4550,1
3994,507469,4786,1
3995,514816,165,1
3996,514816,326,1
3997,514816,2116,1
3998,514816,4783,1
3999,515190,1140,1
4000,516726,2909,1
4001,517079,2542,1
4002,526185,2887,1
4003,528013,129,1
4004,529132,3225,1
4005,529132,4146,1
4006,529132,4786,2
4007,529132,5417,1
4008,529638,2192,1
4009,529638,3352,1
4010,532785,605,1
4011,532785,867,1
4012,538724,1793,2
4013,538724,2456,1
4014,538724,3892,4
4015,538724,5393,1
4016,539997,2900,1
4017,543008,34,1
4018,543008,217,1
4019,543008,1487,1
4020,547868,1253,1
4021,547868,3277,1
4022,547874,1140,1
4023,549051,730,1
4024,549051,1252,1
4025,549051,4943,1
4026,549051,5072,1
4027,549537,967,1
4028,549537,1041,1
4029,549537,3517,1
4030,551045,2900,1
4031,556078,5530,1
4032,556676,1649,1
4033,564391,1396,1
4034,568284,4610,1
4035,569790,5630,5
4036,574578,1976,1
4037,575733,867,1
4038,575733,3973,1
4039,577304,3695,1
4040,578460,2443,1
4041,578460,2494,1
4042,578460,3401,1
4043,578512,129,1
4044,578512,714,1
4045,578512,1591,1
4046,578512,2006,1
4047,578512,5625,1
4048,579451,98,1
4049,579451,189,1
4050,579451,190,1
4051,579451,3834,1
4052,582360,1012,3
