,artist_id,venue_id,event_id
361,1573,2799,1
362,1596,129,1
363,1596,346,1
364,1596,472,1
365,1596,1021,1
366,1596,1230,1
367,1596,2114,1
368,1596,4462,1
369,1596,5072,1
370,1631,2898,1
371,1631,4786,1
372,1635,3185,1
373,1635,5589,1
374,1643,1555,1
375,1643,1810,1
376,1643,4920,1
377,1650,337,1
378,1650,659,1
379,1650,2545,1
380,1650,2801,2
381,1650,3279,1
382,1681,1252,1
383,1681,4610,1
384,1681,4860,1
385,1691,645,1
386,1691,835,1
387,1691,2587,1
388,1691,2743,2
389,1691,3023,1
390,1691,4254,1
391,1691,5072,1
392,1694,2900,1
393,1708,373,1
394,1708,3290,1
395,1708,5425,1
396,1712,39,1
397,1712,1713,1
398,1712,4297,1
399,1717,565,1
400,1717,2998,1
401,1717,5072,1
402,1717,5079,1
403,1734,2780,1
404,1734,3279,1
405,1768,1622,1
406,1768,3023,1
407,1768,4154,1
408,1768,4706,1
409,1797,5,1
410,1797,7,1
411,1797,776,1
412,1797,1486,1
413,1797,1753,1
414,1797,4268,1
415,1819,152,1
416,1819,249,1
417,1819,756,1
418,1819,937,1
419,1819,2443,1
420,1819,3749,1
421,1824,314,1
422,1824,336,1
423,1824,659,1
424,1824,1930,1
425,1824,2180,1
426,1824,2764,1
427,1824,4080,1
428,1824,4729,1
429,1824,4984,1
430,1824,5635,1
431,1835,3237,1
432,1835,5488,1
433,1863,281,1
434,1863,658,1
435,1863,1622,1
436,1863,1810,1
437,1863,2148,1
438,1863,2546,1
439,1863,2963,1
440,1867,1345,1
441,1867,1724,1
442,1867,3886,1
443,1867,4967,1
444,1867,5017,1
445,1880,499,1
446,1896,1547,1
447,1896,2097,1
448,1896,4067,2
449,1914,496,1
450,1914,1887,1
451,1914,4729,1
452,1914,5150,1
453,1923,3768,1
454,1923,4710,1
455,1923,4801,1
456,1923,4967,1
457,1923,5625,1
458,1938,129,1
459,1938,474,1
460,1938,1505,1
461,1938,3768,1
462,1938,5625,1
463,1951,1505,1
464,1951,1560,1
465,1951,3793,1
466,1955,660,1
467,1955,998,1
468,1955,1320,1
469,1955,1469,1
470,1955,1805,1
471,1955,1888,1
472,1955,2544,1
473,1955,3137,1
474,1955,4079,1
475,1955,4579,1
476,1965,1743,1
477,1965,4110,1
478,1965,5403,1
479,1978,921,1
480,1978,2443,1
481,1983,279,1
482,1983,472,1
483,1983,474,2
484,1983,662,1
485,1983,1074,1
486,1983,1622,1
487,1983,2000,2
488,1983,2782,1
489,1983,2963,1
490,1983,4314,1
491,1983,4462,2
492,1983,5118,1
493,1983,5381,1
494,1994,1792,1
495,1994,2963,1
496,2002,3480,1
497,2014,1875,1
498,2014,4191,1
499,2014,4400,1
500,2014,4860,1
501,2027,2900,1
502,2114,3918,1
503,2118,2900,1
504,2121,2799,1
505,2124,745,1
506,2124,762,1
507,2124,1897,1
508,2124,2502,1
509,2124,2661,1
510,2124,2775,1
511,2142,195,1
512,2142,3695,1
513,2151,1810,1
514,2151,1811,1
515,2151,3239,1
516,2194,2141,1
517,2194,3924,1
518,2194,3925,1
519,2245,645,1
520,2245,2596,1
521,2245,3162,1
522,2245,5555,1
523,2254,224,3
524,2254,1009,1
525,2254,1746,1
526,2254,1898,1
527,2254,4224,1
528,2254,4228,1
529,2254,4229,1
530,2261,1723,1
531,2261,2199,1
532,2324,921,1
533,2324,2443,1
534,2411,186,1
535,2411,4180,1
536,2411,5032,1
537,2411,5392,1
538,2423,2257,1
539,2423,2258,1
540,2423,2259,1
541,2453,280,1
542,2453,539,1
543,2453,863,1
544,2517,736,1
545,2517,2887,1
546,2517,4740,1
547,2517,5055,1
548,2584,636,1
549,2584,3365,1
550,2584,4045,1
551,2584,5420,1
552,2607,1804,1
553,2607,2001,1
554,2607,3768,1
555,2607,3927,1
556,2607,4801,1
557,2641,595,1
558,2641,1252,1
559,2641,4710,1
560,2641,5612,1
561,2674,3219,2
562,2687,1466,1
563,2687,1810,1
564,2687,2231,1
565,2687,4549,1
566,2738,1116,1
567,2738,4463,1
568,2738,4673,1
569,2738,5021,1
570,2773,336,1
571,2773,1188,1
572,2773,2963,1
573,2773,3833,1
574,2773,4303,1
575,2899,1744,1
576,2899,2016,1
577,2899,3918,1
578,2960,281,1
579,2960,2234,1
580,2960,4920,3
581,2960,5166,3
582,2984,127,1
583,3061,3666,1
584,3062,4775,1
585,3062,4776,1
586,3062,5366,1
587,3087,2900,1
588,3131,3163,1
589,3131,4462,1
590,3131,5527,1
591,3153,822,1
592,3153,969,1
593,3153,1676,1
594,3153,4368,1
595,3153,5419,1
596,3167,1417,1
597,3167,3508,1
598,3220,314,1
599,3220,336,1
600,3220,659,1
601,3220,1275,1
602,3220,1930,1
603,3220,2764,1
604,3220,4080,1
605,3220,4729,1
606,3220,4984,1
607,3220,5635,1
608,3235,1808,1
609,3235,1810,1
610,3235,1930,1
611,3266,1591,1
612,3266,2782,1
613,3266,3887,1
614,3266,5166,1
615,3293,129,1
616,3293,1024,1
617,3293,1230,1
618,3293,1275,1
619,3293,2758,1
620,3293,2998,1
621,3293,3023,1
622,3293,3776,1
623,3293,3954,1
624,3293,4303,1
625,3293,4462,1
626,3293,4705,1
627,3428,2898,1
628,3474,734,1
629,3474,2450,1
630,3474,2451,1
631,3474,2452,1
632,3474,5311,1
633,3500,4943,1
634,3595,2097,1
635,3595,2123,1
636,3595,2378,1
637,3595,3834,1
638,3595,5166,1
639,3612,648,1
640,3612,1654,1
641,3612,2010,1
642,3612,3368,1
643,3612,5556,1
644,3631,237,1
645,3645,1297,1
646,3695,2963,1
647,3777,72,1
648,3777,194,1
649,3777,2900,1
650,3777,4365,1
651,3777,4896,1
652,3777,5017,1
653,3805,1886,1
654,3805,4581,1
655,3805,5540,1
656,3828,1797,1
657,3828,3792,1
658,3828,4608,1
659,3828,5481,1
660,3879,3695,1
661,3882,1505,1
662,3882,2097,1
663,3882,2123,1
664,3939,1875,1
665,3939,4932,1
666,3939,4952,1
667,3941,336,1
668,3941,652,1
669,3941,2963,1
670,3941,4303,1
671,3941,4984,1
672,4099,1505,3
673,4099,2799,2
674,4104,744,1
675,4119,305,1
676,4119,1230,1
677,4119,1964,1
678,4119,3666,1
679,4119,5032,1
680,4143,281,1
681,4143,4920,1
682,4143,5166,3
683,4152,497,1
684,4152,1887,1
685,4152,4729,1
686,4152,5150,1
687,4167,2016,1
688,4167,4111,1
689,4181,2744,1
690,4181,5135,1
691,4181,5301,1
692,4210,3135,1
693,4210,3136,1
694,4225,129,1
695,4225,522,1
696,4225,2758,1
697,4225,3887,1
698,4225,4093,1
699,4225,5640,1
700,4337,645,1
701,4337,1686,1
702,4337,2010,1
703,4337,5251,1
704,4337,5555,1
705,4345,3918,1
706,4345,4786,1
707,4345,5378,2
708,4364,1165,2
709,4364,2438,1
710,4364,2439,1
711,4364,3239,2
712,4364,5488,1
713,4364,5489,1
714,4420,869,1
715,4420,3308,1
716,4420,3309,1
717,4481,2675,1
718,4524,5450,1
719,4530,2799,1
720,4580,129,1
721,4580,605,1
722,4580,1649,1
723,4580,2743,1
724,4580,3162,1
725,4580,3173,1
726,4580,4962,1
727,4580,4967,1
728,4622,5032,1
729,4627,474,1
730,4628,939,1
731,4628,3127,1
732,4628,3964,1
733,4643,152,1
734,4643,2016,1
735,4643,4080,1
736,4643,4111,1
737,4643,4786,1
738,4677,130,1
739,4677,276,1
740,4677,659,1
741,4677,2534,1
742,4677,2948,1
743,4677,2963,1
744,4677,5425,1
745,4765,1677,1
746,4765,1897,1
747,4765,3231,1
748,4765,3523,1
749,4765,5307,1
750,4830,645,1
751,4830,1921,1
752,4830,2714,1
753,4830,5181,1
754,4830,5555,1
755,4883,397,1
756,4883,2204,1
757,4883,3524,1
758,4883,4238,1
759,4954,224,3
760,4954,4228,3
761,4965,659,1
762,4965,1624,1
763,4965,1806,1
764,4965,1807,1
765,4965,1884,1
766,4965,2801,1
767,4988,165,1
768,4988,645,1
769,4988,1798,1
770,4988,1875,1
771,4988,3768,1
772,4988,4463,1
773,4988,4661,1
774,4988,5482,1
775,5030,659,1
776,5030,742,1
777,5030,1810,1
778,5030,2200,1
779,5030,2948,1
780,5030,2963,2
781,5030,3392,1
782,5030,4080,1
783,5030,4655,1
784,5030,5180,1
785,5077,2853,1
786,5085,1008,1
787,5085,1840,1
788,5085,4327,1
789,5085,4748,1
790,5085,5464,1
791,5189,1140,1
792,5609,5506,1
793,5635,129,1
794,5635,2743,1
795,5635,4967,1
796,5690,4816,2
797,5690,4817,1
798,5690,4818,4
799,5690,4819,4
800,5690,4820,1
801,5690,4821,1
802,5690,4822,2
803,5690,4823,1
804,5690,4824,2
805,5712,2801,2
806,5716,2146,1
807,5716,2963,1
808,5716,4088,1
809,5716,5038,1
810,5757,969,1
811,5757,1938,1
812,5757,2228,1
813,5757,3233,1
814,5757,4088,1
815,5757,4687,1
816,6132,500,1
817,6132,1542,1
818,6132,2761,1
819,6132,4183,1
820,6132,5262,1
821,6133,4227,1
822,6269,4864,1
823,6522,1676,1
824,6591,2887,1
825,6689,166,2
826,6689,823,1
827,6689,1626,1
828,6689,3868,1
829,6689,3992,1
830,6689,5253,1
831,6744,273,1
832,6744,595,1
833,6744,1068,1
834,6744,2070,1
835,6744,2887,1
836,6744,3197,1
837,6744,4276,1
838,6761,472,1
839,6761,4535,1
840,6761,5077,1
841,6761,5226,1
842,6866,1895,1
843,6866,4086,1
844,6866,5589,1
845,6914,2001,1
846,6993,5699,1
847,7054,1897,1
848,7054,4507,1
849,7133,2898,1
850,7146,1199,3
851,7146,1255,1
852,7146,3133,2
853,7146,3469,2
854,7146,5390,2
855,7170,1228,1
856,7170,2743,1
857,7170,3771,1
858,7317,129,1
859,7317,786,1
860,7317,970,1
861,7317,1024,1
862,7317,2334,1
863,7317,2902,2
864,7317,3023,1
865,7317,4090,1
866,7317,4433,1
867,7317,4687,1
868,7317,5038,1
869,7442,280,1
870,7442,579,1
871,7442,1586,1
872,7442,4615,1
873,7792,2426,1
874,7792,2427,1
875,7792,5655,2
876,7792,5656,2
877,7794,272,1
878,7794,2902,1
879,8017,2744,1
880,8017,4740,1
881,8017,4860,1
882,8073,72,1
883,8101,2466,2
884,8101,2775,2
885,8101,3392,1
886,8101,3991,1
887,8136,1517,1
888,8136,2334,1
889,8136,2615,1
890,8211,474,2
891,8211,703,1
892,8211,1074,1
893,8211,1747,1
894,8211,5450,1
895,8375,2979,1
896,8375,3472,1
897,8375,3769,1
898,8375,4749,1
899,8450,1678,1
900,8528,1230,1
901,8528,1749,1
902,8528,3773,1
903,8528,3950,1
904,8528,4798,1
905,8528,5032,1
906,8627,645,1
907,8627,1140,1
908,8627,2010,1
909,8627,2849,1
910,8627,4994,1
911,8627,5349,1
912,8730,2000,1
913,8730,2963,1
914,8730,4833,1
915,9029,1002,2
916,9136,3707,1
917,9204,186,1
918,9204,819,1
919,9204,1252,1
920,9204,1875,1
921,9204,2744,1
922,9204,2902,1
923,9204,5459,1
924,9418,5133,1
925,9454,561,2
926,9509,144,1
927,9509,1254,1
928,9779,617,1
929,9779,679,1
930,9779,819,1
931,9779,4735,1
932,9779,4839,1
933,9833,31,1
934,9833,72,1
935,9833,2900,1
936,9893,1591,2
937,9893,2378,1
938,9940,5537,1
939,10265,2119,1
940,10265,3768,1
941,10346,402,1
942,10346,671,1
943,10346,1897,1
944,10346,4661,1
945,10387,605,1
946,10387,5032,1
947,10485,459,1
948,10485,3887,1
949,10696,1701,1
950,10696,2532,1
951,10766,2016,1
952,10766,3918,2
953,10766,4111,1
954,11042,326,1
955,11042,819,2
956,11042,834,1
957,11042,1252,1
958,11042,1881,1
959,11042,4610,1
960,11042,5072,1
961,11042,5459,1
962,11115,819,1
963,11115,1252,1
964,11115,3842,1
965,11115,4741,1
966,11115,4860,1
967,11221,4276,1
968,11221,4839,1
969,11339,1140,1
970,11507,2806,1
971,11507,3399,1
972,11507,3400,1
973,11510,4710,1
974,11510,5301,1
975,11510,5640,1
976,11513,862,1
977,11513,4462,1
978,11610,3786,1
979,11976,2871,1
980,11976,2872,1
981,11976,2873,1
982,11976,2874,2
983,11976,2875,1
984,12003,3300,1
985,12003,3301,1
986,12003,3302,1
987,12003,3303,1
988,12003,4553,1
989,12003,4554,1
990,12003,4555,1
991,12003,4565,1
992,12080,584,2
993,12256,2097,1
994,12256,2123,1
995,12256,3834,1
996,12256,3918,1
997,12256,4374,1
998,12275,2001,2
999,12275,2898,1
1000,12275,5417,1
1001,12393,4411,1
1002,12425,1230,1
1003,12425,1749,1
1004,12425,3950,1
1005,12425,4036,1
1006,12425,5032,1
1007,12425,5392,1
1008,12455,1744,1
1009,12455,2016,1
1010,12455,3918,1
1011,12717,129,2
1012,12717,185,1
1013,12717,1591,1
1014,12717,2123,1
1015,12717,2782,1
1016,12717,2799,2
1017,12717,4147,1
1018,12717,5166,1
1019,12790,753,1
1020,12790,2724,1
1021,12790,3080,1
1022,12896,1449,1
1023,12934,3997,1
1024,12934,4007,1
1025,12934,4085,1
1026,12934,4313,1
1027,12934,4577,1
1028,13072,605,1
1029,13072,3768,1
1030,13072,4462,1
1031,13363,659,1
1032,13363,741,1
1033,13363,1810,1
1034,13363,2199,1
1035,13363,2898,1
1036,13363,2948,1
1037,13363,2963,2
1038,13363,4080,1
1039,13484,961,1
1040,13484,3369,1
1041,13551,3369,1
1042,13945,221,1
1043,13945,937,1
1044,13945,969,2
1045,13945,2146,1
1046,13945,5193,1
1047,14066,31,1
1048,14123,304,1
1049,14123,1420,1
1050,14123,3093,1
1051,14123,4400,1
1052,14123,4737,1
1053,14123,5072,1
1054,14123,5697,1
1055,14123,5702,1
1056,14247,38,1
1057,14247,1921,1
1058,14247,2123,1
1059,14247,4254,1
1060,14328,2631,1
1061,14328,2632,1
1062,14328,2633,1
1063,14328,2634,1
1064,15214,645,1
1065,15214,835,1
1066,15214,1875,1
1067,15214,3163,1
1068,15214,3359,1
1069,15214,4610,1
1070,15284,2053,1
1071,15284,2054,1
1072,15284,2055,1
1073,15284,2056,1
1074,15284,2057,1
1075,15284,4397,1
1076,15336,1140,1
1077,15585,2010,1
1078,15693,4986,1
1079,15783,934,1
1080,15783,1810,1
1081,15783,3918,1
1082,15783,5198,1
1083,15803,1233,1
1084,15803,2852,1
1085,15966,3786,1
1086,16233,280,1
1087,16233,746,1
1088,16233,822,1
1089,16233,863,1
1090,16233,980,1
1091,16233,1468,1
1092,16233,1676,1
1093,16233,2146,1
1094,16233,2963,1
1095,16233,3253,1
1096,16233,3392,1
1097,16233,3865,1
1098,16233,4812,1
1099,16337,1055,1
1100,16337,1678,2
1101,16337,2775,3
1102,17023,1116,1
1103,17023,3768,1
1104,17023,4400,1
1105,17220,3279,1
1106,17249,3008,1
1107,17249,4933,1
1108,17344,1738,1
1109,17344,3234,1
1110,17427,1828,1
1111,17427,3877,1
1112,17427,3878,1
1113,17490,4655,1
1114,18017,1727,1
1115,18017,1728,1
1116,18017,1729,1
1117,18304,562,1
1118,18304,1355,1
1119,18304,3975,1
1120,18304,4841,1
1121,18307,645,1
1122,18307,2887,1
1123,18307,3786,1
1124,18307,4797,1
1125,18429,2097,1
1126,18429,2799,1
1127,18429,5118,1
1128,18599,3654,1
1129,18761,3219,4
1130,18810,2963,1
1131,18915,471,1
1132,18915,1230,1
1133,18915,4001,1
1134,18915,4252,1
1135,18945,128,1
1136,18945,1505,1
1137,18945,3090,1
1138,18966,5230,1
1139,19055,2576,1
1140,19055,2902,1
1141,19055,4921,1
1142,19059,259,1
1143,19059,4705,1
1144,19059,4737,1
1145,19059,5625,1
1146,19657,3160,1
1147,19739,579,1
1148,19786,1019,1
1149,19786,1532,1
1150,19786,1543,1
1151,19786,1631,1
1152,19786,1760,1
1153,19786,1763,1
1154,19786,3357,1
1155,19786,3835,1
1156,19786,5152,1
1157,20009,1578,1
1158,20009,1738,2
1159,20009,1740,1
1160,20009,1788,1
1161,20009,1790,1
1162,20009,1933,1
1163,20009,3224,1
1164,20009,3717,1
1165,20009,3745,1
1166,20009,4582,1
1167,20009,5051,1
1168,20009,5119,1
1169,20009,5371,1
1170,20175,68,3
1171,20175,2449,1
1172,20373,1252,1
1173,20522,595,1
1174,20522,649,1
1175,20522,4020,1
1176,20573,644,1
1177,20573,835,1
1178,20573,2909,1
1179,20573,4864,1
1180,20686,3786,1
1181,20984,164,1
1182,20984,938,1
1183,20984,3818,1
1184,20984,3990,1
1185,20984,4688,1
1186,20984,5111,1
1187,20984,5117,1
1188,21031,1336,1
1189,21031,5642,1
1190,21172,1676,1
1191,21259,4706,1
1192,21597,4410,1
1193,21597,5249,1
1194,21688,2900,1
1195,21798,1564,1
1196,21798,4059,1
1197,21926,1349,1
1198,21926,1586,1
1199,21926,3289,1
1200,21926,3432,1
1201,22322,3545,1
1202,22322,3550,1
1203,22322,3561,1
1204,22322,4738,1
1205,22400,2669,1
1206,22400,5261,1
1207,22449,562,1
1208,22449,617,1
1209,22449,1710,1
1210,22449,4276,1
1211,22449,5444,1
1212,22517,605,1
1213,22866,277,1
1214,22866,822,1
1215,22866,1056,1
1216,22866,1594,1
1217,22866,2994,1
1218,23085,3790,1
1219,23085,4537,1
1220,23353,659,1
1221,23353,1074,1
1222,23353,2948,1
1223,23353,2963,1
1224,23353,5361,1
1225,23353,5425,1
1226,23584,4587,1
1227,23702,399,1
1228,23702,565,3
1229,23702,703,1
1230,23702,939,1
1231,23702,1747,1
1232,23702,1897,1
1233,23702,3187,1
1234,23702,3991,1
1235,23702,4088,1
1236,23702,4687,1
1237,23702,5038,1
1238,23764,2238,4
1239,23835,1680,1
1240,23835,3470,1
1241,23835,3816,1
1242,23835,5315,1
1243,23835,5466,1
1244,23835,5467,1
1245,24169,934,1
1246,24169,2764,1
1247,24169,4080,1
1248,24169,4183,1
1249,24378,2043,1
1250,24378,4535,1
1251,24391,1676,1
1252,24632,4111,1
1253,24632,4399,1
1254,24994,258,1
1255,24994,1969,1
1256,24994,3025,1
1257,24994,3667,1
1258,24994,5092,1
1259,24994,5626,1
1260,25697,2579,1
1261,25697,2902,1
1262,25697,3183,1
1263,25697,3911,1
1264,25697,4862,1
1265,25697,4972,1
1266,25858,1396,1
1267,25903,3695,2
1268,25921,474,1
1269,25921,2137,1
1270,25921,2606,1
1271,25921,4535,1
1272,25968,3,1
1273,25968,698,1
1274,25968,2154,1
1275,25971,3918,1
1276,26082,1744,1
1277,26082,2898,1
1278,26082,3225,1
1279,26082,4786,2
1280,26082,5417,1
1281,26502,273,1
1282,26502,595,1
1283,26502,1068,1
1284,26502,2069,1
1285,26502,2887,1
1286,26502,3200,1
1287,26502,4276,1
1288,26637,1744,1
1289,26637,2898,1
1290,26637,3225,1
1291,26637,3918,1
1292,26637,4111,1
1293,26637,4399,2
1294,26637,5378,1
1295,26648,999,1
1296,26648,1543,1
1297,26648,2007,1
1298,26648,2763,1
1299,26649,117,1
1300,26649,3415,1
1301,26656,1744,1
1302,26656,2898,1
1303,26656,3225,1
1304,26656,3918,1
1305,26656,4111,1
1306,26656,4786,2
1307,26656,5417,1
1308,26659,1006,1
1309,26659,1024,1
1310,26659,4276,1
1311,26659,4839,1
1312,26694,939,1
1313,26694,3964,1
1314,26694,4962,1
1315,26759,2839,1
1316,26759,3166,1
1317,26759,3502,1
1318,26802,5380,9
1319,26993,419,1
1320,26993,656,1
1321,26993,964,1
1322,26993,1077,1
1323,26993,3526,1
1324,27110,862,1
1325,27110,1469,1
1326,27110,1791,1
1327,27134,1676,1
1328,27134,1868,1
1329,27134,2776,1
1330,27134,3094,1
1331,27134,4121,1
1332,27134,4449,1
1333,27134,4523,1
1334,27134,4788,1
1335,27174,2878,1
1336,27209,2359,1
1337,27209,2858,1
1338,27209,4228,3
1339,27209,5562,1
1340,27225,723,1
1341,27225,862,1
1342,27225,1590,1
1343,27225,2775,1
1344,27225,3289,1
1345,27225,5251,1
1346,27273,1619,1
1347,27273,4972,1
1348,27396,2001,2
1349,27396,2898,1
1350,27396,5417,1
1351,27488,470,1
1352,27488,1234,1
1353,27488,4092,2
1354,27488,4198,1
1355,27488,4449,1
1356,27488,4612,1
1357,27499,260,1
1358,27499,2129,1
1359,27499,4720,1
1360,27499,5020,1
1361,27499,5032,1
1362,27743,828,2
1363,27743,1394,1
1364,27743,2510,1
1365,27743,4352,2
1366,27743,5079,1
1367,27762,1488,1
1368,27762,2001,1
1369,27762,3702,1
1370,27762,3919,1
1371,27762,4111,1
1372,27762,5418,1
1373,27795,1242,1
1374,27795,3289,1
1375,27804,3032,1
1376,27805,280,1
1377,27805,1676,1
1378,27805,5081,1
1379,27812,1897,1
1380,27812,4844,2
1381,27952,1570,1
1382,27952,1615,1
1383,27969,822,1
1384,27969,862,1
1385,27969,1382,2
1386,27969,2963,1
1387,27969,3187,1
1388,27969,3865,1
1389,27969,3991,1
1390,27969,4088,1
1391,27969,5038,1
1392,28003,659,1
1393,28003,1810,1
1394,28003,1811,1
1395,28003,1890,1
1396,28003,2801,1
1397,28011,4378,1
1398,28011,4535,6
1399,28024,835,2
1400,28028,2228,2
1401,28028,5079,1
1402,28073,474,1
1403,28073,919,1
1404,28073,969,1
